name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,average_brand_price,predicted_price
Hyundai i20 Magna Optional 1.4 CRDi,2013,345000,40000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.8,5.0,Hyundai,458554.3667844523,347569.98
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197.0,81.8,5.0,Maruti,403075.7214052288,567650.0
Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,Maruti,403075.7214052288,494649.99
Tata Indigo CR4,2013,250000,100000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,Tata,357433.1076294278,246979.99
Maruti Wagon R AMT VXI,2017,430000,20000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,Maruti,403075.7214052288,442567.85714285716
Hyundai EON Era,2014,225000,35000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,226348.31333333332
Mahindra Thar CRDe,2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,Mahindra,623224.0556994819,868549.98
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,Maruti,403075.7214052288,590482.1228571428
Hyundai i20 Sportz 1.4 CRDi,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,453899.98
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,70000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,732962.6190476189
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,Maruti,403075.7214052288,661241.6266666667
Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,595483.3333333334
Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74.0,5.0,Tata,357433.1076294278,205156.65666666665
Mahindra Bolero Power Plus LX,2017,660000,80000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra,623224.0556994819,655999.98
Mitsubishi Pajero Sport 4X4,2015,1700000,39000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0,Mitsubishi,817500.0,1895001.6666666665
Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,Hyundai,458554.3667844523,445316.6666666666
Maruti Swift Dzire VDI,2013,420000,105000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,Maruti,403075.7214052288,429712.43
Toyota Innova 2.5 EV PS 8 STR BSIV,2011,500000,121941,Diesel,Dealer,Manual,First Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,526350.0
Tata Tiago 1.2 Revotron XZ,2016,350000,15000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,357433.1076294278,374340.0
Mahindra Xylo D2 BSIV,2014,280000,100000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95.0,8.0,Mahindra,623224.0556994819,330600.0
Renault Duster 85PS Diesel RxL Optional with Nav,2013,425000,152186,Diesel,Dealer,Manual,Second Owner,20.45,1461.0,83.8,5.0,Renault,462618.38157894736,461523.24
Hyundai i10 Magna,2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,289959.91
Maruti Swift VXI Optional,2016,540000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,403075.7214052288,529460.0
Maruti Swift Dzire ZDI,2017,754000,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,403075.7214052288,723828.6904761906
Toyota Innova 2.5 GX 8 STR BSIV,2011,650000,89580,Diesel,Dealer,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,628269.99
Toyota Innova 2.5 VX 7 STR,2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,601300.0
Toyota Innova 2.5 V Diesel 7-seater,2011,550000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,601300.0
Ford Figo 1.2P Titanium MT,2019,675000,2789,Petrol,Dealer,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,516682.58186397987,616790.0
Ford Freestyle Titanium Plus Diesel,2018,700000,35278,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.97,5.0,Ford,516682.58186397987,738900.4761904761
Ford Freestyle Titanium Diesel,2018,795000,2860,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.97,5.0,Ford,516682.58186397987,819319.99
Toyota Innova 2.5 VX 7 STR,2010,515000,200000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,550939.88
Mahindra KUV 100 G80 K4 Plus,2018,450000,20000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,6.0,Mahindra,623224.0556994819,469480.0
Hyundai Getz 1.1 GVS,2008,155000,60000,Petrol,Individual,Manual,Third Owner,15.0,1086.0,66.6,5.0,Hyundai,458554.3667844523,120710.53
Toyota Etios VXD,2011,350000,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.1,5.0,Toyota,959946.6741803279,315843.29333333333
Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Dealer,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,516682.58186397987,258110.0
Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,434330.0
Hyundai Verna 1.6 SX,2011,450000,96000,Diesel,Individual,Manual,Fourth & Above Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,434330.0
Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,54583.11
Hyundai i20 Sportz 1.4 CRDi,2014,420000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,426109.98
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,750000,40000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,Maruti,403075.7214052288,934080.0
Datsun GO T Option,2020,450000,10000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,Datsun,314599.95384615386,454763.3166666667
Maruti Swift Vdi BSIII,2008,175000,60000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti,403075.7214052288,197350.0
Hyundai i20 Active SX Petrol,2019,650000,10000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai,458554.3667844523,646140.0
Maruti Ertiga ZDI Plus,2018,1050000,10000,Diesel,Individual,Manual,First Owner,25.47,1248.0,88.5,7.0,Maruti,403075.7214052288,948609.97
Hyundai Verna 1.6 SX CRDi (O),2011,375000,35000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,384460.0
Hyundai Santa Fe 2WD MT,2014,1100000,80000,Diesel,Individual,Manual,First Owner,14.74,2199.0,194.3,7.0,Hyundai,458554.3667844523,1271250.0
Mahindra XUV500 W11 BSIV,2019,1550000,28000,Diesel,Individual,Manual,First Owner,15.1,2179.0,152.87,7.0,Mahindra,623224.0556994819,1494800.0
Ford Figo Aspire 1.5 TDCi Sports Edition,2017,620000,35000,Diesel,Individual,Manual,First Owner,24.29,1498.0,99.0,5.0,Ford,516682.58186397987,674075.0
Jeep Compass 2.0 Limited 4X4,2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.3,1956.0,170.0,5.0,Jeep,2149612.870967742,1593380.0
Maruti Wagon R LXI,2003,135000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,103533.51
Hyundai Verna 1.6 SX CRDi (O),2011,375000,35000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,384460.0
Renault KWID RXL,2019,320000,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,357137.5
Mahindra XUV500 W11 AT BSIV,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179.0,152.87,7.0,Mahindra,623224.0556994819,1599210.0
Maruti Alto K10 VXI,2016,320000,50000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,313310.0
Maruti Swift Dzire Zdi BSIV,2012,400000,129000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,Maruti,403075.7214052288,372693.33333333326
Mahindra XUV500 AT W10 FWD,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,7.0,Mahindra,623224.0556994819,951916.6333333333
Maruti Alto 800 LXI,2018,310000,30000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,300379.6428571429
Tata Nexon 1.2 Revotron XM,2018,595000,28000,Petrol,Individual,Manual,Second Owner,17.0,1198.0,108.5,5.0,Tata,357433.1076294278,684416.6666666667
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti,403075.7214052288,768149.9225
Mahindra Verito 1.6 G6 Executive BSIII,2013,350000,70000,Petrol,Individual,Manual,First Owner,13.87,1598.0,86.0,5.0,Mahindra,623224.0556994819,317099.96
Tata Indica Vista TDI LX,2013,275000,110000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,Tata,357433.1076294278,238830.0
Maruti Eeco 5 Seater AC BSIV,2019,420000,10000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,403075.7214052288,415989.56000000006
Hyundai Verna CRDi SX ABS,2008,250000,110000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,Hyundai,458554.3667844523,235433.30333333334
Maruti Swift Ldi BSIV,2007,250000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti,403075.7214052288,241895.0
Mahindra Scorpio VLX 2WD BSIII,2008,290000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,Mahindra,623224.0556994819,298050.0
Hyundai Xcent 1.2 Kappa AT SX Option,2016,525000,60000,Petrol,Individual,Automatic,First Owner,16.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,412466.6566666666
Mahindra Scorpio LX 2.6 Turbo,2008,250000,110000,Diesel,Individual,Manual,Third Owner,10.5,2609.0,120.0,7.0,Mahindra,623224.0556994819,286159.94
Maruti Celerio VXI,2017,430000,10000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,Maruti,403075.7214052288,446829.82
Maruti Baleno Zeta 1.2,2017,630000,35000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,Maruti,403075.7214052288,594289.99
Tata Tigor 1.2 Revotron XZ Option,2018,550000,23000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,Tata,357433.1076294278,517900.0
Maruti Swift VDI,2019,630000,15000,Diesel,Individual,Manual,Second Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,704894.985
Mahindra TUV 300 Plus P4 BSIV,2018,850000,20000,Diesel,Individual,Manual,First Owner,18.49,2179.0,120.0,9.0,Mahindra,623224.0556994819,1081960.0
Mahindra Bolero SLX 2WD,2011,455000,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,416633.33333333326
Mahindra Bolero SLX 2WD,2011,445000,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,416633.33333333326
Hyundai i20 Sportz 1.4 CRDi,2013,370000,80000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,Hyundai,458554.3667844523,370529.924
Hyundai Grand i10 Sportz,2016,500000,50000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,489353.3033333333
Tata Indica Vista TDI LX,2012,140000,185000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,Tata,357433.1076294278,164639.97
Maruti Swift VXI,2019,550000,40000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,403075.7214052288,581400.0
Renault KWID 1.0 RXT Optional,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,462618.38157894736,319466.6666666666
Tata Indigo CS eLX BS IV,2011,150000,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,357433.1076294278,171100.0
Maruti Wagon R VXI BS IV,2011,229999,500000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,228469.34
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,880000,46000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,Mahindra,623224.0556994819,946980.0
Toyota Fortuner 3.0 Diesel,2011,900000,120000,Diesel,Individual,Manual,First Owner,11.5,2982.0,171.0,7.0,Toyota,959946.6741803279,975150.0
Mahindra Scorpio S2 9 Seater,2015,720000,80000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,9.0,Mahindra,623224.0556994819,685124.93
Hyundai i20 Magna 1.4 CRDi,2016,550000,90000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,560783.3333333333
Mahindra Scorpio S2 9 Seater,2015,720000,90000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,9.0,Mahindra,623224.0556994819,689474.96
Maruti Swift VDI BSIV,2016,535000,70000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,584225.4563492064
Hyundai Xcent 1.1 CRDi Base,2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.4,1120.0,71.0,5.0,Hyundai,458554.3667844523,365709.89
Hyundai i20 Sportz Option 1.4 CRDi,2015,500000,90000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,545394.1666666666
Maruti Ertiga VDI,2014,525000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,537499.98
Renault KWID 1.0 RXT BSIV,2019,220000,90000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,462618.38157894736,274900.0
Tata Tiago 1.2 Revotron XT,2018,350000,50000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,357433.1076294278,384833.2233333334
Mahindra TUV 300 mHAWK100 T8,2016,530000,60000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,623224.0556994819,586835.8333333333
Maruti Alto 800 LXI,2013,215000,35000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,209116.63666666663
Volkswagen Vento Diesel Highline,2012,335000,100000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,Volkswagen,498817.188172043,363450.0
Hyundai Xcent 1.1 CRDi Base,2015,320000,90000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,Hyundai,458554.3667844523,350559.94
Ford Figo Diesel LXI,2011,135000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,516682.58186397987,157269.94
Maruti A-Star Vxi,2009,175000,95000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,Maruti,403075.7214052288,154546.65666666665
Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,759650.0
Tata Indica GLS BS IV,2007,78000,38000,Petrol,Individual,Manual,Second Owner,15.3,1193.0,65.3,5.0,Tata,357433.1076294278,88310.0
Honda City i VTEC VX,2014,565000,56000,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,Honda,596178.0149892934,580450.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,575000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,626620.0
Hyundai EON Era Plus,2014,170000,70000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,182796.63333333333
Maruti Alto 800 VXI,2014,250999,30000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,248632.63333333336
Mahindra XUV500 W10 2WD,2015,950000,188000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,623224.0556994819,859100.0
Honda City i VTEC E,2014,650000,60000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,596178.0149892934,648360.0
Tata Safari Storme EX,2013,550000,133000,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,Tata,357433.1076294278,534530.0
Toyota Innova 2.5 E Diesel PS 7-Seater,2010,650000,160000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,602599.85
Mahindra XUV500 W8 4WD,2013,800000,150000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,752298.0952380953
Maruti Alto 800 VXI,2020,250999,30000,Petrol,Individual,Manual,First Owner,22.05,796.0,47.3,5.0,Maruti,403075.7214052288,279999.36
Maruti Alto 800 LXI,2013,170000,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,183834.76190476186
Tata Indigo CS LE (TDI) BS-III,2013,250000,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,Tata,357433.1076294278,244559.98
Chevrolet Enjoy Petrol LS 7 Seater,2014,312000,80000,Petrol,Individual,Manual,First Owner,13.7,1399.0,98.82,7.0,Chevrolet,273867.47826086957,480699.97
Maruti Alto 800 LXI,2014,250000,20000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,403075.7214052288,249194.98
Hyundai EON Magna Plus,2013,200000,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,198750.0
Mahindra Scorpio S2 7 Seater,2016,670000,73000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0,Mahindra,623224.0556994819,641519.96
Hyundai EON D Lite Plus,2017,270000,50000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,261839.95999999996
Mahindra Bolero 2011-2019 SLX,2012,360000,200000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,379745.83333333326
Maruti Swift VDI,2018,630000,46000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,657914.8834498834
Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,54583.11
Mahindra Supro LX 8 Str,2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909.0,45.0,8.0,Mahindra,623224.0556994819,396700.0
Hyundai i20 Sportz 1.4 CRDi,2014,420000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,426109.98
Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti,403075.7214052288,751217.8095238096
Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,713000.0
Tata Hexa XT,2018,1575000,30000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7.0,Tata,357433.1076294278,1549250.0
Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200.0,139.01,7.0,Force,887500.0,1088200.0
Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,Maruti,403075.7214052288,1000549.99
Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,44000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,5.0,Maruti,403075.7214052288,669469.9905
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,63000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,516682.58186397987,600562.4999999999
Mahindra TUV 300 T8,2016,509999,110000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,623224.0556994819,528611.62
Hyundai Xcent 1.2 Kappa SX Option,2017,610000,14000,Petrol,Individual,Manual,First Owner,19.1,1197.0,82.0,5.0,Hyundai,458554.3667844523,591269.995
Maruti Alto 800 VXI,2017,310000,35000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,Maruti,403075.7214052288,297811.54761904763
Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,35000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,709310.0
Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,Tata,357433.1076294278,160699.94
Tata Indigo LS,2011,175000,85700,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5.0,Tata,357433.1076294278,159360.0
Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,Maruti,403075.7214052288,220059.99
Honda Amaze VX i-DTEC,2013,484999,50000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,596178.0149892934,476199.11
Hyundai Xcent 1.1 CRDi SX,2016,550000,35000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,Hyundai,458554.3667844523,521409.99
Maruti Swift ZXI,2012,280000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,Maruti,403075.7214052288,290632.5
Ford Classic 1.6 Duratec LXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,5.0,Ford,516682.58186397987,330074.1566666666
Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,7.0,Mahindra,623224.0556994819,1176050.0
Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,397291.6666666668
Maruti Ciaz 1.4 Alpha,2017,810000,80000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,Maruti,403075.7214052288,770999.99
Hyundai i20 1.2 Sportz,2011,290000,90000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,5.0,Hyundai,458554.3667844523,286709.99
Chevrolet Beat LT,2012,180000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,Chevrolet,273867.47826086957,188609.98
Maruti Eeco 5 Seater AC BSIV,2010,160000,162000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,403075.7214052288,192169.97
Tata Nano XE,2017,66000,70000,Petrol,Individual,Manual,Third Owner,23.9,624.0,37.48,4.0,Tata,357433.1076294278,145259.16666666663
Maruti Wagon R Stingray VXI,2015,369000,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,403075.7214052288,378833.29333333333
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,300000,80000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,Tata,357433.1076294278,338190.0
Mahindra Bolero PLUS AC,2008,350000,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,320500.0
Hyundai i10 Asta Sunroof AT,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197.0,80.0,5.0,Hyundai,458554.3667844523,216500.0
Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,160000,220000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,10.0,Chevrolet,273867.47826086957,180919.95
Maruti Swift Ldi BSIV,2009,221000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,5.0,Maruti,403075.7214052288,267327.65666666673
Tata Zest Revotron 1.2 XT,2017,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,Tata,357433.1076294278,380524.2757142857
Toyota Camry V4 (MT),2004,250000,120000,Petrol,Individual,Manual,Second Owner,13.4,2362.0,164.7,5.0,Toyota,959946.6741803279,293139.96
Mahindra Bolero DI BSIII,2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523.0,63.0,7.0,Mahindra,623224.0556994819,367899.95
Maruti Eeco 5 Seater AC BSIV,2012,190000,110000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,403075.7214052288,211100.0
Renault KWID RXT,2017,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,282137.01380952384
Hyundai i20 1.4 Asta Dual Tone,2017,750000,27000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,746850.0
Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,403075.7214052288,638240.0000000001
Honda Amaze i-VTEC Privilege Edition,2018,635000,40000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,Honda,596178.0149892934,529809.95
Hyundai Verna 1.6 SX,2013,520000,88000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,511108.69775
Mahindra Scorpio S11 4WD BSIV,2020,1500000,50000,Diesel,Individual,Manual,First Owner,16.36,2179.0,140.0,7.0,Mahindra,623224.0556994819,1519900.0
Hyundai Verna 1.6 SX CRDi (O),2012,415000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,428624.7222222223
Hyundai Elite i20 Diesel Sportz,2019,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,Hyundai,458554.3667844523,763249.97
Maruti Swift LXI,2017,484999,26000,Petrol,Individual,Manual,Second Owner,21.21,1197.0,81.8,5.0,Maruti,403075.7214052288,523349.35
Ford Fiesta 1.4 Durasport EXI,2007,120000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,5.0,Ford,516682.58186397987,121046.77
Hyundai EON Era Plus,2014,220000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,222345.1984126984
Hyundai i10 Magna,2014,320000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,322500.0
Maruti Swift VDI,2011,375000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,Maruti,403075.7214052288,333170.6666666667
